ラジオ
https://simul.drdi.st.nhk/live/3/joined/master.m3u8　「Radio,日本/NHK AM」
https://www.youtube.com/watch?v=WGU_4-5RaxU	　「Blondie,Heart Of Glass (1978)」	#0099ff
https://www.youtube.com/watch?v=Fo6aKnRnBxM	　「Gerry Rafferty,Baker Street(1978)」	
https://www.youtube.com/watch?v=rpuPCcw-cDU	　「CHIC,I Want Your Love(1978)」	
https://www.youtube.com/watch?v=YSOACab2t7k	　「Kate Bush,Moving(1978)」	
https://www.youtube.com/watch?v=I248-SyRDnU	　「Bee Gees,Tragedy (1979)」	
https://www.youtube.com/watch?v=9PnXcP8ZI7M	　「Christopher Cross,Sailing (1979)」	
https://www.youtube.com/watch?v=LrjHz5hrupA	　「Elvis Costello & The Attractions,Oliver's Army (1979)」	
https://www.youtube.com/watch?v=W8r-tXRLazs	　「The Buggles,Video Killed The Radio Star (1979)」	#66ff00
https://www.youtube.com/watch?v=Ht2EjtUgbRU	　「沢田研二,カサブランカ・ダンディ (1979)」	#993300
https://www.youtube.com/watch?v=nuU2YHtxMik	　「松原みき,真夜中のドア〜stay with me (1979)」	#000000　単色　星　地平線#fa9e00
https://www.youtube.com/watch?v=QzMk7a_bi5w	　「水谷豊,カリフォルニア・コネクション (1979)」	
https://www.youtube.com/watch?v=uTqUiqszKAg	　「ゴダイゴ,銀河鉄道999 (1979)」	#000000　星　地平線#ffd1fa
https://www.youtube.com/watch?v=cLi8fTlDEag	　「Olivia Newton-John,Xanadu (1980)」	#ff9900　地平線#de33ca
https://www.youtube.com/watch?v=l37pDbFNcT0	　「Olivia Newton-John,magic (1980)」	#330066　星 音量+15%　地平線#3b0d5e
https://www.youtube.com/watch?v=bULzrmJ0FMU	　「岡田奈々,静舞 (1980)」	#66ff00
https://www.youtube.com/watch?v=hUfTDQru5yI	　「沢田研二,TOKIO (1980)」	
https://www.youtube.com/watch?v=8ifjLdWj4y0	　「Frank Sinatra,Theme From New York. New York  (1980)」	#0099ff
https://www.youtube.com/watch?v=dBN86y30Ufc	　「Willie Nelson,On The Road Again (1980)」	#0099ff　地平線#33ccff
https://www.youtube.com/watch?v=uVXR2LYeFBI	　「John Lennon,WATCHING THE WHEELS (1980)」	#55b7c2
https://www.youtube.com/watch?v=Uw5OLnN7UvM	　「Bill Withers,Just The Two Of Us (1980)」	
https://www.youtube.com/watch?v=n7XYTaKVcSg	　「佐野元春,サムデイ (1981)」	#66ffcc
https://www.youtube.com/watch?v=vWz9VN40nCA	　「Olivia Newton-John,Physical (1981)」	#0099ff 地平線#ffd500
https://www.youtube.com/watch?v=tGzS70EnrEE	　「浜田省吾,悲しみは雪のように (1981)」	#3366ff
https://www.youtube.com/watch?v=g0p_jI6T2WQ	　「泰葉,フライディ・チャイナタウン (1981)」	
https://www.youtube.com/watch?v=-EjTRx64hFQ	　「Dan Hill,It's A Long Road (1982)」	
https://www.youtube.com/watch?v=ekcUo8s7M1g	　「前野曜子,コブラ (1982)」	#990000　地平線#ff00ff　雨　星　地平線#3b0d5e
https://www.youtube.com/watch?v=2ljSD1rZzUE	　「稲垣潤一,ドラマティック・レイン (1982)」	#990099 雨　単色
https://www.youtube.com/watch?v=miAawzeIzgE	　「Vangelis,Blade Runner (End Titles) (1982)」	#660066　雨
https://www.youtube.com/watch?v=HAh_Z4Uq0UM	　「中森明菜,スローモーション (1982)」	
https://www.youtube.com/watch?v=i5U93W19Ays	　「中森明菜,セカンド・ラブ (1982)」	
https://www.youtube.com/watch?v=btPJPFnesV4	　「Survivor,Eye Of The Tiger (1982)」	#0099ff
https://www.youtube.com/watch?v=Ueivjr3f8xg	　「Donald Fagen,I.G.Y. (1982)」	#0099ff　地平線#33ccff
https://www.youtube.com/watch?v=OPoSXc_ODdg	　「井上陽水,リバーサイド ホテル (1982)」	#6666ff　地平線#66ccff 音量-20%
https://www.youtube.com/watch?v=p-Ob_3NEBaM	　「薬師丸ひろ子,メインテーマ (1983)」	#99ccff
https://www.youtube.com/watch?v=3poKT6YOmkM	　「村下孝蔵,踊り子 (1983)」	
https://www.youtube.com/watch?v=Dtrgwqei7ww	　「Gazebo,I Like Chopin (1983)」	#ff66cc
https://www.youtube.com/watch?v=SVOuYquXuuc	　「YES,Owner of a Lonely Heart (1983)」	#3366ff
https://www.youtube.com/watch?v=T9xhbcNT8eU	　「アンルイス,あゝ無情 (1983)」	
https://www.youtube.com/watch?v=_1nuZWeubsM	　「EPO,う、ふ、ふ、ふ、 (1983)」	#ffff00
https://www.youtube.com/watch?v=VbD_kBJc_gI	　「David Bowie,Let's Dance (1983)」	
https://www.youtube.com/watch?v=dIZR_giAF98	　「薬師丸ひろ子,Woman"Wの悲劇"より (1984)」	#9933cc 星　地平線#3b0d5e
https://www.youtube.com/watch?v=VmDlcTA0Xb4	　「原田知世,天国にいちばん近い島 (1984)」	#337aff　地平線#66ffff
https://www.youtube.com/watch?v=izGwDsrQ1eQ	　「George Michael,Careless Whisper (1984)」	
https://www.youtube.com/watch?v=JkRKT6T0QLg	　「Philip Bailey & Phil Collins,Easy Lover (1984)」	
https://www.youtube.com/watch?v=4TYv2PhG89A	　「Sade,Smooth Operator (1984)」	#cc99ff　地平線#bf243e
https://www.youtube.com/watch?v=kxNJV83EMJw	　「Sade,Hang On To Your Love (1984)」	
https://www.youtube.com/watch?v=2WN0T-Ee3q4	　「Limahl,Never Ending Story (1984)」	#ff00cc　星 音量+15%　地平線#3b0d5e
https://www.youtube.com/watch?v=MH2Yqs5JqJQ	　「杉山清貴&オメガトライブ,SUMMER SUSPICION (1984)」	#33ffff
https://www.youtube.com/watch?v=gjlUnc4ITaw	　「稲垣潤一,あの頃のまま (1984)」	
https://www.youtube.com/watch?v=XF1Sf8R3qTc	　「アンルイス,六本木心中 (1984)」	
https://www.youtube.com/watch?v=glvOJJqdTMU	　「中森明菜,北ウイング (1984)」	#66cc66
https://www.youtube.com/watch?v=Z5rUfRIEA6g	　「中森明菜,サザン・ウインド (1984)」	
https://www.youtube.com/watch?v=T_lC2O1oIew	　「竹内まりや,Plastic Love (1984)」	
https://www.youtube.com/watch?v=5mUadWssSr0	　「松原みき, ガンモ・ドキッ! (1984)」	#ff99ff 単色
https://www.youtube.com/watch?v=EPhWR4d3FJQ	　「Bruce Springsteen,Born in the U.S.A. (1984)」	#3399cc　地平線#66ffff
https://www.youtube.com/watch?v=G-2521vjBl4	　「安全地帯,じれったい (1984)」	#ffcc33 単色
https://www.youtube.com/watch?v=f3533dSIR8s	　「ダ・カーポ,空からこぼれたStory (1984)」	
https://www.youtube.com/watch?v=yYl3_9jNZlc	　「武田鉄矢,少年期 (1985)」	
https://www.youtube.com/watch?v=bWb6MJ_lTPw	　「Maurice White,I Need You (1985)」	
https://www.youtube.com/watch?v=jUExRUa37Gg	　「薬師丸ひろ子,天に星、地に花 (1985)」	
https://www.youtube.com/watch?v=djV11Xbc914	　「a-ha,Take On Me (1985)」	
https://www.youtube.com/watch?v=6XhNRzcPOZQ	　「浜田省吾,もうひとつの土曜日 (1985)」	
https://www.youtube.com/watch?v=0AlITEvgs1Y	　「REBECCA,フレンズ (1985)」	　星
https://www.youtube.com/watch?v=bgmMpT_m-t4	　「Stevie Wonder,Part-Time Lover (1985)」	
https://www.youtube.com/watch?v=c5BL4RNFr58	　「James Brown,Living in America (1985)」	#0099ff　地平線#33ccff
https://www.youtube.com/watch?v=IZ0Ojj7acgg	　「C-C-B,ロマンティックか止まらない (1985)」	
https://www.youtube.com/watch?v=Bl6asXoLUYE	　「北島三郎,北の漁場 (1986)」	
https://www.youtube.com/watch?v=tDSJxAwKbaI	　「坂本龍一,G.T. (1986)」	
https://www.youtube.com/watch?v=_ZaDQL6fobA	　「坂本龍一,Ballet Mécanique (1986)」	#99cc66　星
https://www.youtube.com/watch?v=_-TMxqEZE5s	　「秋元薫,Dress Down (1986)」	
https://www.youtube.com/watch?v=siwpn14IE7E	　「Kenny Loggins,Danger Zone (1986)」	
https://www.youtube.com/watch?v=Bx51eegLTY8	　「Berlin,Take My Breath Away (1986)」	#0099ff
https://www.youtube.com/watch?v=ppoJSwrrneg	　「TomCat,Tough Boy (1986)」	
https://www.youtube.com/watch?v=P8I5SqN1rYQ	　「やしきたかじん,ICHIZU (1987)」	#000033 星 単色　地平線#76cfb1
https://www.youtube.com/watch?v=xB0ASKeCB6s	　「小泉今日子,水のルージュ (1987)」	#66ccff
https://www.youtube.com/watch?v=CYweetJWgoA	　「カルロス・トシキ&オメガトライブ,君は1000% (1987)」	
https://www.youtube.com/watch?v=uCGD9dT12C0	　「Fleetwood Mac,Little Lies(1987)」	
https://www.youtube.com/watch?v=-ZpQmBhxOT0	　「松任谷由実,リフレインが叫んでる (1988)」	
https://www.youtube.com/watch?v=kaJRvZZBnX8	　「Elton John,I Don't Wanna Go On With You Like That (1988)」	
https://www.youtube.com/watch?v=PSoOFn3wQV4	　「The Bangles,Eternal Flame (1988)」	
https://www.youtube.com/watch?v=hPPS0_rqwcw	　「Jevetta Steele,Calling You (1988)」	#993366
https://www.youtube.com/watch?v=KRsg4sy9yqo	　「井上陽水,今夜、私に (1988)」	#000000　単色　星　音量+10%　地平線#3b0d5e
https://www.youtube.com/watch?v=fCzj_4bQWnU	　「斉藤由貴&来生たかお,ORACION -祈り- (1988)」	#000099　地平線#b475d1
https://www.youtube.com/watch?v=Ezf1jDeLGsY	　「REBECCA,MOON (1988)」	
https://www.youtube.com/watch?v=wcvnmwrsJn8	　「Wink,愛が止まらない ～Turn it Into Love～ (1988)」	
https://www.youtube.com/watch?v=VT1GnjxcwZc	　「工藤静香,MUGO・ん・・・色っぽい (1988)」	#ff33ff
https://www.youtube.com/watch?v=InPGzqxwlFg	　「TMNETWORK,BEYOND THE TIME (メビウスの宇宙を越えて) (1988)」	#6633ff　星　地平線#8ae6dc
https://www.youtube.com/watch?v=zLStJs4BK6M	　「CHAGE and ASKA,Pride (1989)」	#66ccff
https://www.youtube.com/watch?v=mjNkitNs98M	　「小川美由希,Never Give Me Up! (1989)」	
https://www.youtube.com/watch?v=VAtGOESO7W8	　「Tears For Fears,Sowing The Seeds Of Love (1989)」	#6600ff 地平線#ff00ff
https://www.youtube.com/watch?v=Qt2mbGP6vFI	　「Phil Collins,Another Day In Paradise (1989)」	#990066　地平線#ff9933
https://www.youtube.com/watch?v=5tM-nMFLc_Y	　「UP-BEAT,Once Again (1989)」	
https://www.youtube.com/watch?v=MrcNSFYCxf4	　「BARBEE BOYS,目を閉じておいてよ (1989)」	
https://www.youtube.com/watch?v=FTBWiUkR69w	　「The Kentucky Headhunters,Dumas Walker (1990)」	#0099ff　地平線#33ccff
https://www.youtube.com/watch?v=JVuuatjHGnY	　「Lisa Stansfield,All Around the World(1990)」	
https://www.youtube.com/watch?v=74IKR0WeKXY	　「ASKA,はじまりはいつも雨 (1991)」	#0099cc　雨
https://www.youtube.com/watch?v=YJ3v0_flXno	　「渡辺美里,すべて君のため (1991)」	
https://www.youtube.com/watch?v=u-t9J-gQ-mY	　「Sting,Come Down In Time (1991)」	#8f6113
https://www.youtube.com/watch?v=I7mI-HYHDbM	　「Elton John,Understanding Women (1992)」	#ff3300
https://www.youtube.com/watch?v=d2FUj5A80gs	　「Elton John,Runaway Train ft. Eric Clapton (1992)」	#6666ff
https://www.youtube.com/watch?v=xwmzX-tc6lg	　「ZARD,IN MY ARMS TONIGHT (1992)」	
https://www.youtube.com/watch?v=3P8vvTc9t84	　「河島英五,ほろ酔いで (1992)」	#3333ff
https://www.youtube.com/watch?v=Hcz1uRaa_ek	　「国武万里,ポケベルが鳴らなくて (1993)」	
https://www.youtube.com/watch?v=TFz4atpRttc	　「SO-FI,愛してる (1993)」	
https://www.youtube.com/watch?v=F_pX-O-CR6Q	　「Valensia,Scaraboushka (1993)」	#ba66ff　地平線#7366ff
https://www.youtube.com/watch?v=AiI4VRvJBPE	　「長渕剛,RUN (1993)」	
https://www.youtube.com/watch?v=hN2jOHeI5tc	　「王菲,夢中人 (1994)」	#66ffff
https://www.youtube.com/watch?v=kEdNGRbcVkc	　「ORIGINAL LOVE,朝日のあたる道 (1994)」	
https://www.youtube.com/watch?v=wslwLy0sPEs	　「坂本龍一,美貌の青空 (1994)」	#66ffff　地平線#66ffc9
https://www.youtube.com/watch?v=U0yiwMf-FjU	　「TMNETWORK,Nights Of The Knife (1994)」	
https://www.youtube.com/watch?v=9kgjVjn8yEo	　「武田鉄矢,雲がゆくのは (1995)」	
https://www.youtube.com/watch?v=IWxK3sNwjDw	　「Sarah Brightman,A Question Of Honour (1995)」	
https://www.youtube.com/watch?v=FXkZhnMm1UU	　「KOJI1200,Now Romantic (1995)」	#e09bd8
https://www.youtube.com/watch?v=Aet5u3OWZNQ	　「柳ジョージ,バーニング (1996)」	#ff0000
https://www.youtube.com/watch?v=xGyXVadz4CI	　「Pet Shop Boy,Discoteca (1996)」	#ffff33　地平線#ff3333
https://www.youtube.com/watch?v=GozdIQx1Wow	　「LeAnn Rimes,Blue  (1996)」	#00ffff
https://www.youtube.com/watch?v=wRtmC5wQBe0	　「The Rolling Stones,Anybody Seen My Baby (1997)」	
https://www.youtube.com/watch?v=dbm1dWfZej8	　「The Rolling Stones,Flip The Switch (1997)」	
https://www.youtube.com/watch?v=VfzYn344gVw	　「Eric Clapton,My father`s eyes Lyrics (1998)」	#0099ff
https://www.youtube.com/watch?v=xnEYzp6IpqQ	　「Snoop Dogg,Smoke Weed Everyday (1999)」	
https://www.youtube.com/watch?v=EXx3NvC_WZY	　「キンモクセイ,二人のアカボシ (2002)」	#999966　雨　星　地平線#ff9900
https://www.youtube.com/watch?v=odGFEg4SBZw	　「スガシカオ,アシンメトリー (2002)」	
https://www.youtube.com/watch?v=YVkUvmDQ3HY	　「Eminem,Without Me (2002)」	
https://www.youtube.com/watch?v=AG9aLSrJSmc	　「KIRINJI,愛のCoda (2003)」	#660066 雨
https://www.youtube.com/watch?v=R4CYF-WYl6w	　「流線形,3号線 (2003)」	
https://www.youtube.com/watch?v=5KyIYG46078	　「bird,髪をほどいて (2004)」	
https://www.youtube.com/watch?v=ImVgJF4kdqg	　「Bei Xu,A Happy New Year (2006)」	
https://www.youtube.com/watch?v=tbj-tDP4ZKM	　「Sean Lennon,Wait For Me (2006)」	#6600ff
https://www.youtube.com/watch?v=JuYKC28H-x0	　「Sean Lennon,Parachute (2006)」	
https://www.youtube.com/watch?v=lqYIU4ww3Ak	　「Sean Lennon,Falling Out Of Love (2006)」	#cc00ff
https://www.youtube.com/watch?v=5bOkWTprifg	　「Michael Jackson,Behind the Mask (2010)」	
https://www.youtube.com/watch?v=UjpbQ1OWMPE	　「M83,Oblivion (feat Susanne Sundfør)(2013)」	
https://www.youtube.com/watch?v=pygwK0sBUdM	　「坂本龍一,andata (2017)」	#68b09d　単色　雨　地平線#0099cc
https://www.youtube.com/watch?v=iboM79ANVuo	　「KIRINJI,AIの逃避行 feat. Charisma.com (2018)」	#6600cc　星　地平線#76cfb1
https://www.youtube.com/watch?v=2fD9TBKHAdE	　「Cyberpunk 2077,Militech Combat Theme (2020)」	
https://www.youtube.com/watch?v=fzGaTj0LdeM	　「KIRINJI,薄明 feat. Maika Loubté (2021)」	#cc6633　地平線#ff9900


https://www.youtube.com/watch?v=2E_SZAaLDss　「藤岡弘,レッツゴー!! ライダーキック (1971)」
https://www.youtube.com/watch?v=j1A-NMEoDAI　「サディスティック・ミカ・バンド,タイムマシンにおねがい (1974)」
https://www.youtube.com/watch?v=PC_oQmjcxLo　「太田裕美,木綿のハンカチーフ (1975)」
https://www.youtube.com/watch?v=F5LkGKJDc3Q　「Billy Joel,New York State of Mind (1976)」
https://www.youtube.com/watch?v=3VMVxDQW1zY　「佳山明生,氷雨 (1977)」
https://www.youtube.com/watch?v=XTtopI620ZU　「Elvis Costello,Alison (1977)」
https://www.youtube.com/watch?v=cgGkWhwK65Y　「原田真二,タイム・トラベル (1978)」
https://www.youtube.com/watch?v=Aspcj5txFEc　「山口百恵,プレイバック part2 (1978)」
https://www.youtube.com/watch?v=eej83iBb1r4　「ピンク・レディー ,S・O・S (1978) 」
https://www.youtube.com/watch?v=sOq44B6njQE　「尾崎亜美,オリビアを聴きながら (1980)」
https://www.youtube.com/watch?v=eKOM2wXTyRw　「山下 達郎 - R I D E O N T I M E (1980)」
https://www.youtube.com/watch?v=9YYsG4D6JAE　「Captured (1981)」
https://www.youtube.com/watch?v=hhNi01ByA5Q　「矢野顕子,春咲小紅 (1981)」
https://www.youtube.com/watch?v=ZX3q5YyIxyk　「堀江淳,メモリーグラス (1981)」
https://www.youtube.com/watch?v=7joUwfRpJbE　「松本伊代,センチメンタル・ジャーニー (1981)」
https://www.youtube.com/watch?v=L-hyY-1luHs　「大滝詠一,君は天然色 (1981)」
https://www.youtube.com/watch?v=ONxp_lLXWGk　「Electric Light Orchestra,Twilight (1981)」
https://www.youtube.com/watch?v=RwEh816XjUk　「梅沢富美男,夢芝居 (1982)」
https://www.youtube.com/watch?v=DUmG1SlR8fs　「Yellow Magic Orchestra,君に、胸キュン。 (1983)」
https://www.youtube.com/watch?v=WTFtASx0rUQ　「原田知世,時をかける少女 (1983)」
https://www.youtube.com/watch?v=5GxpyQvxllA　「尾崎豊,OH MY LITTLE GIRL (1983)」
https://www.youtube.com/watch?v=6q6GtPdVHL4　「杏里,悲しみがとまらない (1983)」
https://www.youtube.com/watch?v=rhzCVTihtcI　「桜庭伸幸,U.W.F.プロレス・メインテーマ (1984)」
https://www.youtube.com/watch?v=PhAjY67NR9k　「テレサ・テン,つぐない (1984)」
https://www.youtube.com/watch?v=JqRPs9hBap8　「郷ひろみ,2億4千万の瞳 -ｴｷｿﾞﾁｯｸ・ｼﾞｬﾊﾟﾝ- (1985)」
https://www.youtube.com/watch?v=GWiovtCkI60　「吉幾三,俺ら東京さ行ぐだ (1985)」
https://www.youtube.com/watch?v=0fYjTjXupGg　「堀内孝雄,愛しき日々 (1986)」
https://www.youtube.com/watch?v=di60NYGu03Y　「Pet Shop Boys,Opportunities (1986)」
https://www.youtube.com/watch?v=hOrmu8X2A1g　「德永英明,レイニーブルー (1986)」
https://www.youtube.com/watch?v=Hbz042hIn9E　「中山美穂,WAKU WAKUさせて (1986)」
https://www.youtube.com/watch?v=2fYI-2EhwE4　「小比類巻かほる,Hold On Me (1987)」
https://www.youtube.com/watch?v=Wwj6XE0eZmA　「渡辺典子,火の鳥 (1987)」
https://www.youtube.com/watch?v=220KV8WmbdI　「小泉今日子,木枯らしに抱かれて (1987)」
https://www.youtube.com/watch?v=e-dsvxgKY50　「探偵物語,薬師丸ひろ子 (1988)」
https://www.youtube.com/watch?v=sM5RRkIH6Kc　「岡村靖幸,SUPER GIRL (1988)」
https://www.youtube.com/watch?v=by-107dCuJo　「小比類巻かほる,TONIGHT (1988)」
https://www.youtube.com/watch?v=XT8eyaJWIFw　「渡辺美里,君の弱さ (1988)」
https://www.youtube.com/watch?v=OYsfLCh82zM　「GO-BANG’S,あいにきて I・NEED・YOU ! (1989)」
https://www.youtube.com/watch?v=6EJ4mGjIRQw　「今井美樹 -「瞳がほほえむから」 (1989)」
https://www.youtube.com/watch?v=djfjKhzPzGU　「CHAGE and ASKA,LOVE SONG (1989)」音量+15%
https://www.youtube.com/watch?v=RJgBpjo7dpY　「Elvis Costello,I Hope You're Happy Now (1989)」
https://www.youtube.com/watch?v=uqRUlT2gKxA　「岡村靖幸,カルアミルク (1990)」
https://www.youtube.com/watch?v=f1FDmUqdy4A　「永井真理子　ミラクル・ガール (1990)」
https://www.youtube.com/watch?v=WfTkaKqQbGA　「LINDBERG,今すぐKiss Me (1990)」
https://www.youtube.com/watch?v=VcEP7IcJJHs　「DREAMS COME TRUE,笑顔の行方 (1990)」
https://www.youtube.com/watch?v=XSX-wbJnUSA　「森川美穂,Blue Water (1990)」
https://www.youtube.com/watch?v=WWG-j-ZLTX0　「中山美穂,遠い街のどこかで… (1991)」
https://www.youtube.com/watch?v=de9oLV1AEz0　「観月ありさ,伝説の少女 (1991)」
https://www.youtube.com/watch?v=jQILVt98cmU　「ジッタリン・ジン,プレゼント (1991)」
https://www.youtube.com/watch?v=0nvnYwi6mQE　「小泉今日子,あなたに会えてよかった (1991)」
https://www.youtube.com/watch?v=hk-J6WpwlRE　「楠瀬誠志郎,ほっとけないよ (1991)」
https://www.youtube.com/watch?v=2iAPDOCH_6Y　「観月ありさ,TOO SHY SHY BOY! (1992)」
https://www.youtube.com/watch?v=CqrgGMzvLTE　「中島みゆき,浅い眠り (1992)」
https://www.youtube.com/watch?v=GMu-RQEzZtY　「DALI,ムーンライト伝説 (1992)」
https://www.youtube.com/watch?v=OMyAZh_BT4s　「KYOSUKE HIMURO,KISS ME (1992)」
https://www.youtube.com/watch?v=85B_REWeNcM　「「Elton John - The One (1992)」
https://www.youtube.com/watch?v=4PrlqxHalwk　「高山厳,心凍らせて (1992) 」音量-10%
https://www.youtube.com/watch?v=UElJ4XGl9s8　「THE BOOM,真夏の奇跡 (1993)」
https://www.youtube.com/watch?v=mCCZDTgdoTs　「井上陽水,Make up Shadow (1993)」
https://www.youtube.com/watch?v=7vh8eJPKVz8　「牧瀬里穂,Miracle Love (1993)」
